iid,gender,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1
445,1,30.0,SIPA - Energy,13.0,2.0,1.0,1.0,2.0,5.0,2.0,Energy Management,9.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,40.0,12.0,18.0,12.0,6.0,12.0,30.0,15.0,10.0,20.0,20.0,5.0,9.0,8.0,10.0,7.0,7.0
446,1,28.0,MBA,8.0,3.0,2.0,2.0,1.0,4.0,3.0,Finance,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,30.0,20.0,25.0,15.0,10.0,0.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,7.0,9.0,5.0
447,1,26.0,Public Policy,13.0,4.0,1.0,1.0,1.0,7.0,2.0,Public Finance,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,15.0,30.0,25.0,20.0,0.0,10.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,7.0,6.0,4.0
448,1,22.0,Law/Business,1.0,2.0,1.0,1.0,1.0,2.0,1.0,Business Management,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,25.0,15.0,25.0,25.0,5.0,5.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,9.0,8.0,10.0
449,1,23.0,Law,1.0,6.0,7.0,1.0,1.0,3.0,1.0,Business/Law,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0,25.0,1.0,13.0,44.0,11.0,6.0,7.0,10.0,10.0,10.0,8.0
450,1,25.0,International Affairs,13.0,2.0,3.0,7.0,2.0,6.0,2.0,Diplomat,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,50.0,5.0,5.0,5.0,5.0,30.0,25.0,5.0,5.0,5.0,30.0,30.0,9.0,6.0,10.0,7.0,10.0
451,1,30.0,MBA,8.0,4.0,3.0,1.0,2.0,3.0,3.0,banking,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,20.0,40.0,5.0,20.0,5.0,10.0,20.0,40.0,10.0,10.0,10.0,10.0,2.0,4.0,4.0,4.0,4.0
452,1,29.0,MBA,8.0,4.0,7.0,1.0,1.0,5.0,3.0,private equity,7.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,35.0,30.0,25.0,5.0,0.0,5.0,35.0,5.0,15.0,30.0,5.0,10.0,7.0,8.0,10.0,7.0,8.0
453,1,27.0,law,1.0,4.0,4.0,3.0,2.0,6.0,5.0,lawyer,1.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0,30.0,30.0,30.0,5.0,0.0,5.0,20.0,15.0,20.0,15.0,15.0,15.0,5.0,6.0,8.0,7.0,5.0
454,0,27.0,MFA  Poetry,15.0,2.0,3.0,3.0,2.0,7.0,3.0,Teacher,2.0,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,9.0,8.0,8.0,4.0,9.0,10.0,20.0,20.0,20.0,10.0,20.0,30.0,20.0,10.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0
455,0,24.0,Biomedical Engineering,10.0,4.0,5.0,5.0,1.0,6.0,2.0,Research,2.0,3.0,5.0,3.0,10.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,8.0,9.0,8.0,9.0,9.0,7.0,10.0,25.0,20.0,16.0,20.0,9.0,25.0,12.0,12.0,20.0,11.0,20.0,7.0,9.0,8.0,9.0,8.0
456,0,29.0,Business,8.0,4.0,3.0,2.0,2.0,6.0,1.0,Health care finance,7.0,1.0,1.0,8.0,8.0,7.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0,25.0,20.0,15.0,10.0,15.0,15.0,30.0,15.0,10.0,15.0,10.0,20.0,8.0,8.0,7.0,6.0,7.0
457,0,55.0,SOA -- writing,6.0,4.0,1.0,1.0,6.0,7.0,3.0,writer,6.0,1.0,2.0,1.0,8.0,9.0,9.0,10.0,1.0,1.0,10.0,4.0,7.0,3.0,10.0,8.0,1.0,1.0,25.0,0.0,25.0,25.0,0.0,25.0,30.0,20.0,10.0,15.0,10.0,15.0,7.0,6.0,8.0,7.0,3.0
458,0,29.0,Business,8.0,4.0,9.0,8.0,1.0,4.0,1.0,Entrepreneurship,7.0,9.0,1.0,6.0,10.0,8.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,8.0,4.0,1.0,10.0,9.0,50.0,5.0,25.0,20.0,0.0,0.0,50.0,10.0,20.0,0.0,0.0,20.0,10.0,10.0,10.0,9.0,10.0
459,0,26.0,Finance,8.0,4.0,6.0,1.0,1.0,5.0,3.0,Fixed Income Sales & Trading,7.0,1.0,3.0,1.0,9.0,8.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,30.0,10.0,10.0,30.0,10.0,10.0,50.0,0.0,0.0,30.0,0.0,20.0,5.0,5.0,5.0,5.0,8.0
460,1,33.0,History,7.0,2.0,2.0,1.0,1.0,4.0,2.0,Professor,2.0,9.0,7.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,6.0,9.0,10.0,10.0,1.0,5.0,20.0,10.0,20.0,15.0,15.0,20.0,15.0,20.0,15.0,10.0,20.0,15.0,8.0,8.0,9.0,7.0,7.0
461,1,27.0,biomedical informatics,5.0,6.0,2.0,2.0,1.0,7.0,4.0,"physician, informaticist",4.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,6.0,2.0,2.0,7.0,6.0,6.0,6.0,4.0,4.0,40.0,20.0,20.0,10.0,10.0,0.0,50.0,10.0,15.0,15.0,10.0,0.0,6.0,8.0,8.0,9.0,7.0
462,1,33.0,Electrical Engineering,5.0,4.0,1.0,5.0,4.0,6.0,6.0,"Professor, or Engineer",2.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,5.0,7.0,6.0,9.0,2.0,2.0,30.0,30.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,4.0,9.0,8.0,6.0,2.0
463,1,23.0,physics,10.0,4.0,3.0,2.0,2.0,7.0,1.0,Not sure yet,10.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,7.0,3.0,1.0,15.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,8.0,7.0,7.0
464,1,33.0,MBA,8.0,4.0,1.0,1.0,1.0,3.0,1.0,Management Consulting,7.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,6.0,7.0,7.0,7.0,2.0,1.0,15.0,15.0,15.0,20.0,15.0,20.0,20.0,20.0,20.0,10.0,20.0,10.0,5.0,8.0,9.0,8.0,10.0
465,1,23.0,art history,7.0,2.0,1.0,3.0,6.0,7.0,3.0,playing music,6.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,1.0,3.0,10.0,10.0,1.0,1.0,20.0,20.0,20.0,20.0,20.0,0.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,8.0,5.0
466,0,24.0,working,18.0,2.0,1.0,1.0,6.0,7.0,1.0,unknown,10.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,5.0,7.0,6.0,8.0,4.0,2.0,10.0,20.0,20.0,15.0,20.0,15.0,45.0,5.0,15.0,15.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0
467,0,24.0,Consulting,8.0,2.0,7.0,4.0,6.0,2.0,1.0,"Consulting, later Arts or Non-Profit",7.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,5.0,15.0,10.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0
468,0,25.0,Human Rights: Middle East,13.0,6.0,5.0,2.0,1.0,6.0,3.0,Professor; Human Rights Director,2.0,8.0,3.0,7.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,9.0,9.0,9.0,7.0,6.0,15.0,25.0,15.0,15.0,15.0,15.0,30.0,15.0,20.0,15.0,10.0,10.0,8.0,9.0,8.0,6.0,8.0
469,0,25.0,Human Rights,13.0,4.0,1.0,1.0,2.0,3.0,1.0,Work at the UN,9.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0,20.0,10.0,20.0,20.0,10.0,20.0,40.0,10.0,20.0,10.0,10.0,10.0,8.0,8.0,6.0,8.0,6.0
470,0,29.0,medicine,4.0,4.0,1.0,1.0,1.0,4.0,2.0,medicine,4.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,6.0,10.0,1.0,10.0,20.0,25.0,25.0,10.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,4.0,9.0,8.0,5.0,6.0
471,0,30.0,medicine,4.0,4.0,8.0,8.0,2.0,5.0,3.0,physician,4.0,3.0,4.0,6.0,10.0,7.0,7.0,5.0,2.0,9.0,7.0,8.0,6.0,8.0,6.0,6.0,10.0,4.0,15.0,15.0,25.0,10.0,15.0,20.0,25.0,10.0,15.0,15.0,15.0,20.0,7.0,8.0,9.0,8.0,9.0
472,0,25.0,Urban Planning,5.0,3.0,1.0,3.0,2.0,4.0,2.0,Urban Planner,5.0,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,10.0,25.0,25.0,20.0,10.0,10.0,30.0,5.0,10.0,30.0,5.0,20.0,8.0,10.0,8.0,10.0,9.0
473,0,34.0,Biotechnology,10.0,4.0,1.0,1.0,2.0,6.0,4.0,Clinic Trial,2.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,10.0,8.0,7.0
474,0,30.0,biotechnology,10.0,1.0,1.0,1.0,1.0,6.0,5.0,scientist,2.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,10.0,7.0
475,0,27.0,SIPA-International Affairs,13.0,3.0,1.0,2.0,1.0,6.0,2.0,International Development,9.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,10.0,15.0,30.0,10.0,15.0,20.0,40.0,5.0,10.0,15.0,10.0,20.0,5.0,8.0,7.0,5.0,7.0
476,0,25.0,SIPA-International Affairs,13.0,2.0,1.0,3.0,5.0,5.0,2.0,International Development,9.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,50.0,5.0,5.0,30.0,5.0,5.0,7.0,9.0,7.0,5.0,6.0
477,0,27.0,Electrical Engineering,5.0,3.0,5.0,7.0,1.0,4.0,2.0,Engineer,5.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,16.0,19.0,16.0,17.0,15.0,17.0,25.0,20.0,15.0,20.0,10.0,10.0,6.0,8.0,7.0,7.0,7.0
478,0,26.0,International Affairs,13.0,2.0,4.0,4.0,1.0,4.0,1.0,Finance/Economics,7.0,9.0,7.0,9.0,7.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,7.0,9.0,8.0,9.0,4.0,6.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,20.0,10.0,10.0,10.0,20.0,7.0,8.0,8.0,9.0,7.0
479,0,27.0,International affairs,13.0,2.0,3.0,3.0,1.0,4.0,3.0,Banking,7.0,10.0,7.0,10.0,9.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,15.0,15.0,20.0,20.0,15.0,15.0,30.0,5.0,15.0,25.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0
480,0,26.0,Urban Planning,5.0,2.0,4.0,6.0,1.0,4.0,1.0,Planning,5.0,7.0,1.0,8.0,9.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,16.0,18.0,18.0,20.0,12.0,16.0,18.0,15.0,16.0,20.0,15.0,16.0,8.0,9.0,8.0,10.0,7.0
481,1,23.0,teaching of English,9.0,2.0,8.0,1.0,2.0,3.0,2.0,English teacher,2.0,3.0,3.0,7.0,9.0,8.0,7.0,1.0,2.0,5.0,8.0,2.0,7.0,10.0,10.0,10.0,6.0,1.0,25.0,20.0,15.0,20.0,5.0,15.0,30.0,10.0,10.0,20.0,20.0,10.0,8.0,7.0,9.0,8.0,5.0
482,1,30.0,MBA,8.0,2.0,2.0,6.0,2.0,6.0,1.0,Management Consulting,7.0,9.0,7.0,5.0,9.0,6.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,7.0,2.0,4.0,4.0,3.0,20.0,10.0,22.0,20.0,15.0,13.0,14.0,20.0,18.0,18.0,20.0,10.0,7.0,10.0,8.0,9.0,8.0
483,1,28.0,Sociology,3.0,2.0,1.0,1.0,6.0,3.0,1.0,professor,2.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,40.0,5.0,5.0,30.0,8.0,10.0,10.0,10.0,10.0
484,1,31.0,GSAS,18.0,4.0,1.0,1.0,1.0,6.0,4.0,professional career,15.0,7.0,3.0,5.0,9.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,9.0,2.0,7.0,16.0,16.0,20.0,16.0,16.0,16.0,25.0,10.0,25.0,15.0,5.0,20.0,4.0,8.0,9.0,2.0,9.0
485,1,29.0,African-American Studies/History,3.0,1.0,4.0,3.0,2.0,6.0,2.0,writer/teacher,2.0,6.0,10.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,4.0,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,8.0,8.0,8.0,7.0,7.0
486,1,32.0,Neurosciences/Stem cells,10.0,3.0,1.0,1.0,3.0,6.0,2.0,Medical Sciences,4.0,7.0,1.0,3.0,10.0,8.0,6.0,4.0,1.0,9.0,8.0,1.0,7.0,10.0,5.0,8.0,2.0,2.0,20.0,20.0,20.0,15.0,10.0,15.0,10.0,25.0,25.0,15.0,15.0,10.0,7.0,10.0,9.0,8.0,9.0
487,1,24.0,Classics,6.0,4.0,1.0,1.0,1.0,5.0,3.0,Professor...?,2.0,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,5.0,9.0,6.0,10.0,6.0,2.0,25.0,26.0,15.0,10.0,9.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0,7.0,9.0,8.0,6.0,5.0
488,1,29.0,Business,8.0,4.0,1.0,1.0,3.0,2.0,3.0,Management Consulting,7.0,3.0,3.0,3.0,9.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,15.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,10.0,10.0,7.0,8.0
489,1,28.0,Business,8.0,2.0,6.0,5.0,3.0,2.0,1.0,Business,7.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,7.0,6.0,5.0,20.0,10.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,8.0,9.0,8.0,10.0
490,1,29.0,film,14.0,2.0,6.0,1.0,2.0,6.0,3.0,writer/producer,6.0,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,8.0,10.0,9.0,8.0,7.0,4.0,30.0,15.0,20.0,10.0,10.0,15.0,50.0,0.0,25.0,10.0,15.0,0.0,3.0,7.0,8.0,6.0,6.0
491,1,29.0,MBA,8.0,3.0,3.0,3.0,2.0,4.0,1.0,Investment Banker,7.0,9.0,2.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,2.0,7.0,8.0,8.0,9.0,9.0,6.0,30.0,10.0,25.0,20.0,8.0,7.0,50.0,10.0,10.0,20.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0
492,1,30.0,physics,10.0,6.0,1.0,1.0,2.0,4.0,2.0,acadeic,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4.0,10.0,7.0,5.0,5.0,2.0,5.0,10.0,10.0,30.0,0.0,30.0,30.0,10.0,0.0,0.0,30.0,30.0,0.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0
493,1,20.0,Public Administration,13.0,4.0,1.0,1.0,5.0,6.0,5.0,politics,13.0,10.0,10.0,7.0,7.0,4.0,4.0,3.0,3.0,6.0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,6.0,30.0,10.0,10.0,30.0,10.0,10.0,25.0,25.0,10.0,20.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0
494,1,30.0,journalism,6.0,2.0,2.0,8.0,4.0,3.0,3.0,film and radio,6.0,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,25.0,25.0,25.0,25.0,0.0,0.0,45.0,2.0,5.0,8.0,20.0,20.0,9.0,10.0,10.0,10.0,7.0
495,1,32.0,Theater,15.0,6.0,5.0,6.0,2.0,2.0,1.0,Film,6.0,7.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,10.0,20.0,20.0,15.0,15.0,7.0,7.0,8.0,7.0,9.0
496,0,23.0,Engineering,5.0,4.0,1.0,1.0,1.0,5.0,2.0,researcher,2.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,20.0,30.0,20.0,20.0,10.0,0.0,30.0,10.0,20.0,30.0,0.0,10.0,5.0,8.0,9.0,6.0,8.0
497,0,24.0,Biology PhD,10.0,2.0,5.0,5.0,1.0,7.0,1.0,biology industry,2.0,7.0,5.0,1.0,8.0,7.0,6.0,7.0,3.0,1.0,7.0,8.0,6.0,9.0,9.0,8.0,8.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,10.0,9.0,10.0,8.0
498,0,25.0,biochemistry/genetics,10.0,2.0,9.0,9.0,1.0,4.0,1.0,scientist,2.0,3.0,1.0,5.0,7.0,3.0,3.0,6.0,6.0,9.0,8.0,9.0,6.0,8.0,8.0,8.0,3.0,1.0,18.0,18.0,18.0,18.0,18.0,10.0,25.0,8.0,7.0,25.0,15.0,20.0,8.0,9.0,9.0,10.0,10.0
499,0,26.0,Biology,10.0,2.0,1.0,9.0,5.0,4.0,1.0,Professor,2.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,8.0,10.0,10.0,10.0,5.0,1.0,19.0,19.0,19.0,19.0,5.0,19.0,60.0,6.0,6.0,20.0,1.0,7.0,9.0,10.0,10.0,9.0,4.0
500,0,25.0,Epidemiology,10.0,1.0,7.0,9.0,1.0,5.0,3.0,Epidemiologist,2.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0,10.0,15.0,35.0,15.0,10.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0,8.0,9.0,9.0,9.0,9.0
501,0,26.0,epidemiology,10.0,2.0,7.0,4.0,5.0,4.0,3.0,epidemiologist,2.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0,30.0,10.0,20.0,10.0,10.0,20.0,40.0,15.0,5.0,30.0,5.0,5.0,8.0,9.0,9.0,8.0,9.0
502,1,26.0,Electrical Engineering,5.0,4.0,1.0,1.0,1.0,3.0,2.0,Business,7.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,6.0,9.0,5.0,8.0,3.0,4.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,9.0,9.0,9.0
503,1,25.0,Biology,10.0,2.0,1.0,5.0,5.0,6.0,5.0,Scientist,2.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0,30.0,30.0,40.0,0.0,0.0,0.0,20.0,15.0,15.0,15.0,20.0,15.0,7.0,9.0,10.0,4.0,5.0
504,1,23.0,Computer Science,5.0,2.0,1.0,1.0,2.0,5.0,2.0,consultant,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0,30.0,0.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0,7.0,5.0,8.0,6.0,8.0
505,1,27.0,MFA Creative Writing,6.0,4.0,1.0,1.0,3.0,4.0,1.0,Writer/Editor,6.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,14.0,18.0,16.0,16.0,16.0,18.0,16.0,16.0,18.0,16.0,16.0,9.0,10.0,10.0,8.0,10.0
506,1,24.0,Stats,2.0,4.0,5.0,5.0,1.0,7.0,2.0,Finance,7.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,5.0,8.0,9.0,7.0,10.0
507,1,24.0,Statistics,2.0,4.0,1.0,1.0,5.0,7.0,3.0,Epidemiologist,2.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,8.0,7.0,7.0
508,1,36.0,math of finance,2.0,4.0,1.0,5.0,3.0,5.0,1.0,unsure,10.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0,18.0,10.0,18.0,18.0,18.0,18.0,15.0,20.0,20.0,20.0,15.0,10.0,7.0,8.0,9.0,8.0,8.0
509,0,28.0,journalism,6.0,4.0,2.0,2.0,2.0,4.0,2.0,journalism,16.0,6.0,3.0,6.0,7.0,7.0,7.0,3.0,3.0,4.0,6.0,4.0,4.0,8.0,5.0,7.0,7.0,7.0,10.0,20.0,30.0,10.0,10.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,8.0,4.0,9.0
510,0,26.0,Business,8.0,3.0,3.0,3.0,2.0,7.0,2.0,Professor,2.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,3.0,9.0,7.0,5.0,1.0,7.0,25.0,25.0,25.0,12.0,3.0,10.0,35.0,10.0,10.0,25.0,5.0,15.0,7.0,9.0,8.0,6.0,4.0
511,0,23.0,Electrical Engineering,5.0,4.0,2.0,2.0,2.0,7.0,3.0,Business Management and Information Technology,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,20.0,10.0,10.0,30.0,15.0,15.0,60.0,5.0,10.0,10.0,5.0,10.0,8.0,4.0,8.0,10.0,8.0
512,0,,MFA Acting Program,15.0,2.0,1.0,1.0,1.0,3.0,2.0,Actress,6.0,1.0,1.0,1.0,8.0,9.0,10.0,8.0,0.0,9.0,9.0,6.0,10.0,9.0,7.0,10.0,5.0,5.0,20.0,20.0,20.0,20.0,5.0,15.0,50.0,5.0,5.0,20.0,10.0,10.0,7.0,8.0,7.0,8.0,7.0
513,0,23.0,MFA Acting Program,15.0,2.0,1.0,1.0,2.0,6.0,4.0,Actress,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0,20.0,20.0,20.0,20.0,5.0,15.0,90.0,0.0,0.0,10.0,0.0,0.0,6.0,8.0,6.0,7.0,4.0
514,0,23.0,sociology,3.0,2.0,8.0,9.0,2.0,4.0,3.0,teacher and performer,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0,20.0,20.0,20.0,15.0,5.0,20.0,30.0,5.0,15.0,30.0,0.0,20.0,8.0,10.0,9.0,8.0,7.0
515,0,23.0,Nonfiction writing,6.0,2.0,8.0,5.0,1.0,6.0,3.0,Writer/journalist,16.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,20.0,20.0,20.0,15.0,10.0,15.0,30.0,15.0,20.0,15.0,5.0,15.0,8.0,10.0,10.0,8.0,8.0
516,0,27.0,Biochemistry & Molecular Biophysics,10.0,4.0,9.0,3.0,2.0,6.0,3.0,Scientist,2.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,58.0,5.0,8.0,10.0,7.0,12.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,8.0,9.0,8.0
517,0,30.0,Acting,15.0,3.0,1.0,1.0,5.0,5.0,3.0,Acting,6.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,15.0,20.0,20.0,20.0,5.0,10.0,30.0,20.0,15.0,15.0,10.0,10.0,8.0,9.0,9.0,7.0,7.0
